mergeid,time,co002e,co003e,country,educ_year,ep005_,ep106_1,gender,hhsize,int_year,partnerinhh,yrbirth
ES-119639-02,2006,,0.0,Spain,,Homemaker,,Female,4,2007.0,Yes,1949.0
ES-119639-02,2011,600.0,0.0,Spain,,Unemployed,,Female,3,2011.0,Yes,1949.0
ES-119639-02,2013,,,Spain,,Homemaker,,Female,3,2013,Yes,1949.0
ES-119639-02,2015,,,Spain,,Homemaker,,Female,2,2015,Yes,1949.0
ES-119639-02,2017,500.0,0.0,Spain,,Homemaker,,Female,2,2017,Yes,1949.0
ES-139885-01,2004,120.0,100.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1949
ES-139885-01,2006,250.0,0.0,Spain,,Unemployed,,Male,1,2007.0,No,1949.0
ES-139885-01,2011,190.0,10.0,Spain,,Unemployed,,Male,1,2011.0,No,1949.0
ES-139885-01,2013,150.0,60.0,Spain,,Unemployed,,Male,1,2013,No,1949.0
ES-139885-01,2015,150.0,100.0,Spain,,Retired,,Male,1,2015,No,1949.0
ES-139885-01,2017,150.0,40.0,Spain,,Retired,,Male,1,2017,No,1949.0
ES-146718-01,2004,300.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1942
ES-146718-01,2006,500.0,0.0,Spain,,Unemployed,,Male,2,2007.0,Yes,1942.0
ES-146718-01,2011,350.0,0.0,Spain,,Retired,,Male,2,2011.0,Yes,1942.0
ES-146718-01,2013,400.0,0.0,Spain,,Retired,,Male,2,2013,Yes,1942.0
ES-146718-01,2015,,,Spain,,Retired,,Male,2,2015,Yes,1942.0
ES-146718-01,2017,,,Spain,,Retired,,Male,2,2017,Yes,1942.0
ES-149792-01,2004,500.0,0.0,Spain,10.0,Employed or self-employed (including working for family business),60.0,Male,3,2004,Yes,1954
ES-149792-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1954.0
ES-149792-01,2011,,,Spain,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1954.0
ES-149792-01,2013,,,Spain,,Employed or self-employed (including working for family business),,Male,3,2013,Yes,1954.0
ES-149792-01,2015,700.0,300.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2015,Yes,1954.0
ES-149792-01,2017,600.0,0.0,Spain,,Other,,Male,3,2017,Yes,1954.0
ES-165799-01,2004,1000.0,200.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1942
ES-165885-01,2004,400.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1951
ES-173435-01,2004,400.0,200.0,Spain,14.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,No,1943
ES-173435-01,2006,240.0,100.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2006.0,No,1943.0
ES-173435-01,2011,250.0,50.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1943.0
ES-173435-01,2013,250.0,120.0,Spain,,Retired,,Female,1,2013,No,1943.0
ES-173435-01,2015,200.0,200.0,Spain,,Retired,,Female,1,2015,No,1943.0
ES-173435-01,2017,600.0,100.0,Spain,,Retired,,Female,1,2017,No,1943.0
ES-175666-01,2004,600.0,300.0,Spain,16.0,Employed or self-employed (including working for family business),63.0,Male,4,2004,Yes,1953
ES-175666-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Male,4,2007.0,Yes,1953.0
ES-175666-01,2011,1000.0,400.0,Spain,,Employed or self-employed (including working for family business),,Male,4,2011.0,Yes,1953.0
ES-175666-01,2017,400.0,400.0,Spain,,Retired,,Male,4,2017,Yes,1953.0
ES-177229-01,2004,650.0,60.0,Spain,12.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1949
ES-177229-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1949.0
ES-177229-01,2011,,,Spain,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1949.0
ES-177229-01,2013,,,Spain,,Retired,,Male,2,2013,Yes,1949.0
ES-177229-01,2015,,,Spain,,Retired,,Male,2,2015,Yes,1949.0
ES-177229-01,2017,,,Spain,,Retired,,Male,2,2017,Yes,1949.0
ES-179383-01,2004,600.0,500.0,Spain,14.0,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1949
ES-179383-01,2006,750.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,4,2007.0,Yes,1949.0
ES-179383-01,2011,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1949.0
ES-179383-01,2013,,,Spain,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1949.0
ES-179383-01,2015,500.0,0.0,Spain,,Retired,,Female,2,2015,Yes,1949.0
ES-179383-01,2017,600.0,,Spain,,Retired,,Female,2,2017,Yes,1949.0
ES-184559-01,2004,600.0,100.0,Spain,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1949
ES-194745-01,2004,500.0,300.0,Spain,13.5,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1951
ES-194745-01,2006,1200.0,600.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2006.0,Yes,1951.0
ES-194745-01,2015,500.0,100.0,Spain,,Retired,,Female,2,2015,Yes,1951.0
ES-194745-01,2017,600.0,500.0,Spain,,Retired,,Female,2,2017,Yes,1951.0
ES-201483-01,2004,600.0,120.0,Spain,12.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1941
ES-203435-01,2004,400.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Female,4,2004,Yes,1951
ES-203435-01,2006,800.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,4,2007.0,Yes,1951.0
ES-203435-01,2013,400.0,0.0,Spain,,Permanently sick or disabled,,Female,3,2013,Yes,1951.0
ES-203435-01,2017,,,Spain,,Retired,,Female,3,2017,Yes,1951.0
ES-225938-01,2004,300.0,300.0,Spain,12.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1947
ES-226264-01,2004,600.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Female,5,2004,No,1945
ES-239926-01,2004,600.0,250.0,Spain,10.0,Employed or self-employed (including working for family business),60.0,Male,3,2004,Yes,1946
ES-239926-01,2006,800.0,200.0,Spain,,Retired,,Male,3,2007.0,Yes,1946.0
ES-239926-01,2013,900.0,400.0,Spain,,Retired,,Male,2,2013,Yes,1946.0
ES-239926-01,2015,800.0,40.0,Spain,,Retired,,Male,2,2015,Yes,1946.0
ES-239926-01,2017,1000.0,50.0,Spain,,Retired,,Male,2,2017,Yes,1946.0
ES-243882-01,2004,700.0,200.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1940
ES-243882-01,2013,,50.0,Spain,,Other,,Male,4,2013,No,1940.0
ES-246328-01,2004,500.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Male,4,2004,Yes,1952
ES-246328-01,2006,0.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1952.0
ES-246328-01,2011,,,Spain,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1952.0
ES-246328-01,2013,,,Spain,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1952.0
ES-246328-01,2015,500.0,0.0,Spain,,Retired,,Male,2,2015,Yes,1952.0
ES-246328-01,2017,600.0,0.0,Spain,,Retired,,Male,2,2017,Yes,1952.0
ES-248042-01,2004,600.0,600.0,Spain,12.0,Employed or self-employed (including working for family business),65.0,Male,6,2004,Yes,1953
ES-248042-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Male,5,2007.0,Yes,1953.0
ES-248042-01,2011,400.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,5,2011.0,Yes,1953.0
ES-248042-01,2013,,,Spain,,Employed or self-employed (including working for family business),,Male,3,2013,Yes,1953.0
ES-248042-01,2015,,,Spain,,Employed or self-employed (including working for family business),,Male,3,2015,Yes,1953.0
ES-248042-01,2017,450.0,150.0,Spain,,Retired,,Male,2,2017,Yes,1953.0
ES-251837-01,2004,390.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Female,4,2004,Yes,1941
ES-251837-01,2006,250.0,0.0,Spain,,Retired,,Female,3,2007.0,Yes,1941.0
ES-251837-01,2011,,0.0,Spain,,Retired,,Female,3,2011.0,Yes,1941.0
ES-251837-01,2013,,,Spain,,Retired,,Female,3,2013,Yes,1941.0
ES-251837-01,2015,100.0,0.0,Spain,,Retired,,Female,3,2015,Yes,1941.0
ES-251837-01,2017,300.0,0.0,Spain,,Retired,,Female,3,2017,Yes,1941.0
ES-253374-01,2004,600.0,100.0,Spain,12.0,Employed or self-employed (including working for family business),65.0,Female,4,2004,Yes,1951
ES-253374-01,2006,600.0,100.0,Spain,,Employed or self-employed (including working for family business),,Female,4,2006.0,Yes,1951.0
ES-253374-01,2011,700.0,60.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2011.0,Yes,1951.0
ES-253374-01,2013,500.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2013,Yes,1951.0
ES-253374-01,2015,500.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2015,Yes,1951.0
ES-260909-01,2004,300.0,100.0,Spain,None,Employed or self-employed (including working for family business),60.0,Male,1,2004,No,1948
ES-260909-01,2006,300.0,200.0,Spain,,Employed or self-employed (including working for family business),,Male,1,2007.0,No,1948.0
ES-260909-01,2011,800.0,20.0,Spain,,Retired,,Male,3,2011.0,Yes,1948.0
ES-260909-01,2013,800.0,100.0,Spain,,Retired,,Male,3,2013,Yes,1948.0
ES-260909-01,2015,,,Spain,,Retired,,Male,2,2015,Yes,1948.0
ES-260909-01,2017,,,Spain,,Retired,,Male,2,2017,Yes,1948.0
ES-269684-01,2004,200.0,150.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1952
ES-269684-01,2013,350.0,100.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2013,No,1952.0
ES-269684-01,2015,400.0,100.0,Spain,,Unemployed,,Female,1,2015,No,1952.0
ES-269684-01,2017,400.0,150.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2017,No,1952.0
ES-269882-01,2004,600.0,,Spain,16.0,Employed or self-employed (including working for family business),65.0,Male,5,2004,Yes,1952
ES-269882-01,2006,,240.0,Spain,,Employed or self-employed (including working for family business),,Male,5,2007.0,Yes,1952.0
ES-269882-01,2015,,,Spain,,Employed or self-employed (including working for family business),,Male,2,2015,Yes,1952.0
ES-302749-01,2004,600.0,50.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1953
ES-303082-01,2004,300.0,0.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1952
ES-303082-01,2006,100.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1952.0
ES-303082-01,2013,500.0,,Spain,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1952.0
ES-303426-01,2004,600.0,30.0,Spain,6.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1953
ES-303426-01,2006,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1953.0
ES-303426-01,2011,800.0,200.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1953.0
ES-303426-01,2013,500.0,100.0,Spain,,Retired,,Male,2,2013,Yes,1953.0
ES-303426-01,2015,300.0,100.0,Spain,,Retired,,Male,2,2015,Yes,1953.0
ES-303426-01,2017,400.0,200.0,Spain,,Retired,,Male,2,2017,Yes,1953.0
ES-311120-01,2004,600.0,150.0,Spain,12.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1952
ES-311120-01,2006,500.0,200.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1952.0
ES-311120-01,2015,300.0,60.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2015,No,1952.0
ES-316063-01,2004,400.0,120.0,Spain,12.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,No,1943
ES-323180-01,2004,600.0,200.0,Spain,11.5,Employed or self-employed (including working for family business),65.0,Male,4,2004,Yes,1954
ES-323180-01,2006,600.0,300.0,Spain,,Employed or self-employed (including working for family business),,Male,4,2007.0,Yes,1954.0
ES-323180-01,2011,,0.0,Spain,,Permanently sick or disabled,,Male,4,2011.0,Yes,1954.0
ES-323180-01,2015,600.0,0.0,Spain,,Permanently sick or disabled,,Male,3,2015,Yes,1954.0
ES-328833-01,2004,400.0,30.0,Spain,11.5,Employed or self-employed (including working for family business),65.0,Female,2,2004,No,1942
ES-328833-01,2006,,,Spain,,Homemaker,,Female,3,2007.0,No,1942.0
ES-328833-01,2011,200.0,0.0,Spain,,Retired,,Female,1,2011.0,No,1942.0
ES-328833-01,2013,400.0,0.0,Spain,,Retired,,Female,2,2013,No,1942.0
ES-328833-01,2015,300.0,50.0,Spain,,Retired,,Female,2,2015,No,1942.0
ES-328833-01,2017,500.0,100.0,Spain,,Retired,,Female,2,2017,No,1942.0
ES-330191-01,2004,500.0,150.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Male,6,2004,Yes,1947
ES-330191-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Male,4,2007.0,Yes,1947.0
ES-330191-01,2011,500.0,60.0,Spain,,Unemployed,,Male,3,2011.0,Yes,1947.0
ES-330191-01,2013,400.0,0.0,Spain,,Retired,,Male,3,2013,Yes,1947.0
ES-330191-01,2015,250.0,0.0,Spain,,Retired,,Male,3,2015,Yes,1947.0
ES-330191-01,2017,,,Spain,,Retired,,Male,3,2017,Yes,1947.0
ES-352908-01,2004,1500.0,500.0,Spain,12.0,Employed or self-employed (including working for family business),65.0,Female,5,2004,Yes,1950
ES-353315-01,2004,500.0,100.0,Spain,11.5,Employed or self-employed (including working for family business),60.0,Female,1,2004,No,1947
ES-353315-01,2006,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2007.0,No,1947.0
ES-355372-01,2004,200.0,0.0,Spain,11.5,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1951
ES-355671-01,2004,600.0,0.0,Spain,11.5,Employed or self-employed (including working for family business),64.0,Male,4,2004,Yes,1947
ES-355671-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1947.0
ES-355671-01,2011,,,Spain,,Retired,,Male,4,2011.0,Yes,1947.0
ES-355671-01,2013,,,Spain,,Retired,,Male,4,2013,Yes,1947.0
ES-359305-01,2004,300.0,40.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1938
ES-359305-01,2015,300.0,0.0,Spain,,Retired,,Female,1,2015,No,1938.0
ES-359305-01,2017,200.0,0.0,Spain,,Retired,,Female,1,2017,No,1938.0
ES-360814-01,2004,500.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),60.0,Male,4,2004,Yes,1949
ES-360814-01,2006,1000.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,5,2006.0,Yes,1949.0
ES-360814-01,2011,800.0,0.0,Spain,,Retired,,Male,3,2011.0,Yes,1949.0
ES-360814-01,2013,600.0,0.0,Spain,,Retired,,Male,3,2013,Yes,1949.0
ES-360814-01,2015,800.0,0.0,Spain,,Retired,,Male,2,2015,Yes,1949.0
ES-360814-01,2017,1000.0,0.0,Spain,,Retired,,Male,2,2017,Yes,1949.0
ES-366330-01,2004,180.0,100.0,Spain,16.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1946
ES-366330-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1946.0
ES-366330-01,2011,400.0,50.0,Spain,,Retired,,Male,2,2011.0,Yes,1946.0
ES-366330-01,2013,300.0,15.0,Spain,,Retired,,Male,2,2013,Yes,1946.0
ES-366330-01,2015,250.0,30.0,Spain,,Retired,,Male,2,2015,Yes,1946.0
ES-366330-01,2017,250.0,50.0,Spain,,Retired,,Male,2,2017,Yes,1946.0
ES-370854-01,2004,420.0,0.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1947
ES-370854-01,2006,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1947.0
ES-370854-01,2011,,,Spain,,Retired,,Male,2,2011.0,Yes,1947.0
ES-370854-01,2013,,,Spain,,Retired,,Male,2,2013,Yes,1947.0
ES-370854-01,2015,,,Spain,,Retired,,Male,2,2015,Yes,1947.0
ES-370854-01,2017,,,Spain,,Retired,,Male,2,2017,Yes,1947.0
ES-373801-01,2004,400.0,100.0,Spain,12.0,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1952
ES-373801-01,2006,,,Spain,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1952.0
ES-380600-01,2004,480.0,18.0,Spain,10.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1946
ES-380600-01,2006,650.0,200.0,Spain,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1946.0
ES-380600-01,2011,,,Spain,,Retired,,Male,2,2011.0,Yes,1946.0
ES-386628-01,2004,700.0,400.0,Spain,11.5,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1948
ES-399696-01,2004,700.0,,Spain,None,Employed or self-employed (including working for family business),63.0,Male,4,2004,Yes,1946
ES-399696-01,2015,,0.0,Spain,,Retired,,Male,4,2015,Yes,1946.0
ES-399696-01,2017,,30.0,Spain,,Retired,,Male,4,2017,Yes,1946.0
ES-407017-01,2004,400.0,100.0,Spain,14.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,Yes,1945
ES-407017-01,2006,300.0,250.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1945.0
ES-407017-01,2011,,,Spain,,Retired,,Female,2,2011.0,Yes,1945.0
ES-407017-01,2013,350.0,20.0,Spain,,Retired,,Female,2,2013,Yes,1945.0
ES-407017-01,2015,300.0,0.0,Spain,,Retired,,Female,2,2015,Yes,1945.0
ES-407017-01,2017,400.0,40.0,Spain,,Retired,,Female,2,2017,Yes,1945.0
ES-410219-01,2004,500.0,0.0,Spain,16.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1953
ES-410219-01,2006,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1953.0
ES-410219-01,2011,400.0,50.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1953.0
ES-410219-01,2013,500.0,50.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2013,Yes,1953.0
ES-410812-01,2004,700.0,50.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Female,4,2004,Yes,1954
ES-410812-01,2006,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1954.0
ES-410812-01,2013,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1954.0
ES-410812-01,2015,600.0,100.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1954.0
ES-410812-01,2017,,,Spain,,Employed or self-employed (including working for family business),,Female,2,2017,Yes,1954.0
ES-411886-01,2004,400.0,,Spain,6.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,No,1944
ES-411886-01,2006,220.0,0.0,Spain,,Homemaker,,Female,2,2006.0,No,1944.0
ES-411886-01,2015,100.0,0.0,Spain,,Homemaker,,Female,1,2015,No,1944.0
ES-411886-01,2017,120.0,0.0,Spain,,Retired,,Female,1,2017,No,1944.0
ES-413805-01,2004,280.0,120.0,Spain,6.0,Employed or self-employed (including working for family business),61.0,Female,4,2004,Yes,1944
ES-413805-01,2006,650.0,0.0,Spain,,Retired,,Female,3,2007.0,Yes,1944.0
ES-413805-01,2011,500.0,0.0,Spain,,Homemaker,,Female,3,2011.0,Yes,1944.0
ES-413805-01,2013,400.0,0.0,Spain,,Homemaker,,Female,3,2013,Yes,1944.0
ES-413805-01,2015,400.0,0.0,Spain,,Homemaker,,Female,2,2015,Yes,1944.0
ES-413805-01,2017,,30.0,Spain,,Retired,,Female,2,2017,Yes,1944.0
ES-428822-01,2004,125.0,100.0,Spain,6.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1941
ES-428822-01,2006,250.0,60.0,Spain,,Retired,,Male,2,2007.0,Yes,1941.0
ES-428822-01,2011,400.0,50.0,Spain,,Retired,,Male,2,2011.0,Yes,1941.0
ES-428822-01,2013,,,Spain,,Retired,,Male,4,2013,Yes,1941.0
ES-428822-01,2015,600.0,0.0,Spain,,Retired,,Male,3,2015,Yes,1941.0
ES-428822-01,2017,700.0,50.0,Spain,,Retired,,Male,3,2017,Yes,1941.0
ES-436585-01,2004,350.0,240.0,Spain,17.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1945
ES-436585-01,2006,500.0,150.0,Spain,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1945.0
ES-436585-01,2011,,,Spain,,Retired,,Male,2,2011.0,Yes,1945.0
ES-436585-01,2015,,,Spain,,Retired,,Male,2,2015,Yes,1945.0
ES-436585-01,2017,,,Spain,,Retired,,Male,2,2017,Yes,1945.0
ES-442862-01,2004,11000.0,300.0,Spain,11.5,Employed or self-employed (including working for family business),65.0,Female,3,2004,No,1952
ES-442862-01,2011,,100.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2011.0,No,1952.0
ES-442862-01,2015,,,Spain,,Retired,,Female,3,2015,No,1952.0
ES-442862-01,2017,1200.0,0.0,Spain,,Retired,,Female,3,2017,No,1952.0
ES-445136-01,2004,1000.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),60.0,Male,4,2004,Yes,1950
ES-452244-01,2004,700.0,50.0,Spain,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1947
ES-453524-01,2004,400.0,100.0,Spain,10.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1952
ES-453524-01,2006,600.0,,Spain,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1952.0
ES-453524-01,2011,4000.0,,Spain,,Retired,,Female,2,2011.0,Yes,1952.0
ES-459986-01,2004,480.0,100.0,Spain,16.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1951
ES-459986-01,2015,,0.0,Spain,,Retired,,Male,2,2015,Yes,1951.0
ES-459986-01,2017,500.0,0.0,Spain,,Retired,,Male,2,2017,Yes,1951.0
ES-467260-01,2004,600.0,100.0,Spain,13.5,Employed or self-employed (including working for family business),60.0,Female,3,2004,No,1954
ES-470709-01,2004,250.0,30.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1923
ES-470709-01,2011,150.0,0.0,Spain,,Retired,,Female,1,2011.0,No,1923.0
ES-470709-01,2013,,0.0,Spain,,Retired,,Female,1,2013,No,1923.0
ES-470709-01,2017,260.0,0.0,Spain,,Retired,,Female,1,2017,No,1923.0
ES-474036-01,2004,600.0,0.0,Spain,11.5,Employed or self-employed (including working for family business),65.0,Female,3,2004,No,1950
ES-474036-01,2006,500.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2007.0,No,1950.0
ES-474036-01,2013,400.0,30.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2013,No,1950.0
ES-474036-01,2015,400.0,120.0,Spain,,Retired,,Female,1,2015,No,1950.0
ES-475827-01,2004,500.0,0.0,Spain,14.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,Yes,1951
ES-475827-01,2006,700.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1951.0
ES-475827-01,2013,600.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1951.0
ES-475827-01,2015,400.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2015,No,1951.0
ES-475827-01,2017,3600.0,0.0,Spain,,Retired,,Female,1,2017,No,1951.0
ES-478253-01,2004,100.0,50.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1949
ES-478253-01,2006,120.0,60.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2007.0,No,1949.0
ES-478253-01,2011,140.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2011.0,No,1949.0
ES-478253-01,2013,150.0,100.0,Spain,,Employed or self-employed (including working for family business),,Female,1,2013,No,1949.0
ES-478253-01,2015,200.0,0.0,Spain,,Retired,,Female,1,2015,No,1949.0
ES-478253-01,2017,200.0,80.0,Spain,,Retired,,Female,1,2017,No,1949.0
ES-483370-01,2004,300.0,60.0,Spain,16.0,Employed or self-employed (including working for family business),60.0,Male,5,2004,Yes,1951
ES-486791-01,2004,400.0,100.0,Spain,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1942
ES-488042-01,2004,600.0,0.0,Spain,10.0,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1951
ES-488042-01,2006,600.0,150.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1951.0
ES-488042-01,2011,,,Spain,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1951.0
ES-488042-01,2015,600.0,200.0,Spain,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1951.0
ES-488042-01,2017,,0.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2017,Yes,1951.0
ES-494091-01,2004,600.0,0.0,Spain,14.0,Employed or self-employed (including working for family business),65.0,Male,4,2004,Yes,1952
ES-494091-01,2006,450.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,5,2007.0,Yes,1952.0
ES-494091-01,2011,500.0,30.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1952.0
ES-494091-01,2013,500.0,600.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2013,Yes,1952.0
ES-494091-01,2015,500.0,50.0,Spain,,Employed or self-employed (including working for family business),,Male,3,2015,Yes,1952.0
ES-496641-01,2004,300.0,300.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,No,1953
ES-496641-01,2006,300.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2007.0,No,1953.0
ES-503433-01,2004,600.0,0.0,Spain,11.5,Employed or self-employed (including working for family business),65.0,Female,3,2004,No,1947
ES-503433-01,2006,180.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1947.0
ES-503433-01,2011,400.0,0.0,Spain,,Homemaker,,Female,3,2011.0,Yes,1947.0
ES-503433-01,2013,,,Spain,,Retired,,Female,3,2013,Yes,1947.0
ES-503433-01,2015,500.0,0.0,Spain,,Retired,,Female,3,2015,Yes,1947.0
ES-503433-01,2017,600.0,200.0,Spain,,Retired,,Female,3,2017,Yes,1947.0
ES-503620-01,2004,200.0,0.0,Spain,6.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1945
ES-505190-01,2004,1000.0,0.0,Spain,None,Employed or self-employed (including working for family business),65.0,Female,5,2004,No,1949
ES-505190-01,2006,250.0,0.0,Spain,,Employed or self-employed (including working for family business),,Female,5,2006.0,Yes,1949.0
ES-505190-01,2011,,,Spain,,Homemaker,,Female,2,2011.0,Yes,1949.0
ES-505190-01,2013,200.0,0.0,Spain,,Retired,,Female,2,2013,Yes,1949.0
ES-505190-01,2015,350.0,0.0,Spain,,Retired,,Female,2,2015,Yes,1949.0
ES-505190-01,2017,400.0,0.0,Spain,,Retired,,Female,2,2017,Yes,1949.0
ES-516676-01,2004,500.0,300.0,Spain,13.5,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1946
ES-516676-01,2006,400.0,0.0,Spain,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1946.0
